index,user_id,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
176,38951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1,39340,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 135,39919,6.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0
Unnamed 136,40303,27.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
57,40562,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
57,40661,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 137,41727,18.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,3.0
57,41881,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83,42044,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
181,42266,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
156,42433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
181,42528,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 138,43309,3.0,3.0,5.0,6.0,0.0,6.0,0.0,12.0,3.0,3.0,0.0,0.0,0.0,2.0
Unnamed 139,43341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0
Unnamed 140,43567,6.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0
Unnamed 141,43704,21.0,3.0,0.0,9.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0
203,44318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Unnamed 142,44500,0.0,2.0,0.0,6.0,0.0,11.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0
176,44577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 143,44857,9.0,0.0,9.0,6.0,3.0,0.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0
Unnamed 144,45457,0.0,0.0,0.0,3.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 145,45929,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0,3.0,0.0,6.0
Unnamed 146,46170,3.0,0.0,3.0,6.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0
Unnamed 147,46272,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0
Unnamed 148,46326,6.0,3.0,3.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,3.0
Unnamed 149,46628,0.0,0.0,3.0,6.0,0.0,15.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 150,47459,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0
Unnamed 151,47460,6.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0
Unnamed 152,47574,6.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,6.0,0.0,6.0,3.0,0.0,0.0
Unnamed 153,48871,6.0,0.0,0.0,3.0,0.0,6.0,0.0,15.0,3.0,0.0,3.0,3.0,0.0,0.0
106,49313,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,49319,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
156,49400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
156,49508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5,50348,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 154,50494,12.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0
Unnamed 155,50667,6.0,0.0,3.0,9.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0
Unnamed 156,50831,57.0,3.0,3.0,30.0,0.0,18.0,0.0,24.0,48.0,0.0,9.0,15.0,0.0,3.0
57,51452,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 157,51937,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,9.0,0.0,3.0
57,52091,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 158,52262,15.0,6.0,0.0,12.0,0.0,0.0,0.0,3.0,12.0,0.0,6.0,3.0,0.0,0.0
Unnamed 159,52917,9.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0
Unnamed 160,53270,6.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 161,53345,9.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,9.0,0.0,3.0,0.0,0.0,0.0
Unnamed 162,54439,15.0,0.0,3.0,15.0,0.0,3.0,3.0,0.0,18.0,2.0,3.0,6.0,0.0,0.0
83,55117,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
176,55937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 163,55958,0.0,9.0,0.0,6.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
178,56047,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 164,56882,21.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0,0.0,0.0,0.0
Unnamed 165,56991,0.0,6.0,0.0,3.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 166,57052,6.0,0.0,3.0,0.0,0.0,3.0,0.0,6.0,6.0,0.0,6.0,3.0,0.0,3.0
Unnamed 167,58646,15.0,12.0,0.0,12.0,0.0,6.0,0.0,3.0,15.0,0.0,0.0,3.0,0.0,0.0
83,58895,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 168,58969,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,3.0,0.0
83,59042,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 169,59106,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
147,59486,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 170,59791,3.0,6.0,0.0,3.0,0.0,9.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0
Unnamed 171,60054,6.0,6.0,0.0,3.0,0.0,9.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
45,60465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
156,61658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
57,61664,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 172,61747,9.0,3.0,0.0,9.0,0.0,6.0,0.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0
Unnamed 173,62816,6.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,6.0
Unnamed 174,63000,0.0,9.0,0.0,3.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 175,63535,12.0,0.0,12.0,6.0,3.0,0.0,0.0,9.0,12.0,0.0,0.0,3.0,0.0,3.0
57,64056,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
156,64209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83,64321,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
176,64634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83,64669,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83,64753,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
176,65093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 176,65118,21.0,6.0,0.0,3.0,0.0,9.0,0.0,3.0,18.0,0.0,0.0,6.0,0.0,0.0
Unnamed 177,65307,3.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
156,65475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 178,65761,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0
29,66190,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 179,66648,9.0,3.0,18.0,6.0,12.0,0.0,0.0,12.0,9.0,0.0,0.0,27.0,12.0,0.0
Unnamed 180,66779,3.0,0.0,3.0,0.0,6.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 181,67196,6.0,0.0,9.0,3.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,3.0
Unnamed 182,67201,23.0,0.0,0.0,14.0,0.0,3.0,0.0,6.0,20.0,0.0,3.0,6.0,0.0,0.0
Unnamed 183,67305,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0
Unnamed 184,68209,0.0,6.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,6.0
Unnamed 185,69124,24.0,0.0,0.0,15.0,0.0,6.0,0.0,6.0,30.0,0.0,6.0,3.0,0.0,0.0
106,69129,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,69649,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
176,69687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 186,69955,24.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,3.0,0.0,0.0
Unnamed 187,70221,9.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0
29,70434,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 188,70452,3.0,12.0,0.0,9.0,0.0,6.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
106,70612,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,70733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 189,70934,6.0,6.0,0.0,3.0,0.0,3.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0
57,72417,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 190,72482,15.0,0.0,0.0,12.0,0.0,9.0,0.0,3.0,12.0,0.0,3.0,0.0,0.0,0.0
Unnamed 191,72586,9.0,0.0,0.0,6.0,0.0,3.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0
57,72632,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29,72806,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 192,73271,6.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,3.0
Unnamed 193,73328,12.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0
Unnamed 194,73345,3.0,3.0,0.0,6.0,0.0,15.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0
Unnamed 195,73425,6.0,0.0,0.0,6.0,0.0,3.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 196,73660,9.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,9.0,0.0,3.0,0.0,0.0,0.0
176,73922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 197,74781,15.0,3.0,0.0,9.0,0.0,0.0,0.0,15.0,15.0,0.0,6.0,3.0,0.0,0.0
Unnamed 198,74799,9.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
156,74945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
57,74982,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
106,75103,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 199,75228,6.0,3.0,0.0,0.0,0.0,6.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
102,75362,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 200,75368,42.0,12.0,6.0,27.0,9.0,24.0,0.0,15.0,33.0,3.0,12.0,36.0,9.0,9.0
Unnamed 201,75692,3.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,3.0,3.0
Unnamed 202,76145,0.0,0.0,9.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 203,76232,3.0,3.0,0.0,3.0,0.0,9.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0
156,76242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
176,76244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 204,76391,9.0,3.0,0.0,12.0,0.0,9.0,0.0,3.0,15.0,0.0,3.0,3.0,0.0,0.0
Unnamed 205,76432,12.0,3.0,3.0,9.0,0.0,3.0,0.0,12.0,9.0,0.0,3.0,6.0,3.0,0.0
Unnamed 206,76858,6.0,0.0,0.0,9.0,0.0,3.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
156,76944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5,77114,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,77247,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 207,77325,12.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
57,77474,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1,77479,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 208,77747,6.0,12.0,0.0,9.0,0.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 209,78170,6.0,3.0,0.0,3.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
176,78644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
106,79064,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 210,79582,3.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
156,79620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 211,79633,6.0,9.0,0.0,15.0,0.0,15.0,0.0,21.0,3.0,0.0,12.0,0.0,0.0,0.0
Unnamed 212,79759,0.0,9.0,0.0,5.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 213,80010,24.0,3.0,6.0,15.0,0.0,3.0,0.0,6.0,21.0,2.0,0.0,6.0,0.0,0.0
Unnamed 214,80186,27.0,3.0,0.0,6.0,0.0,3.0,0.0,3.0,30.0,0.0,0.0,3.0,0.0,0.0
29,80219,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 215,80360,18.0,0.0,0.0,3.0,0.0,3.0,0.0,12.0,18.0,0.0,6.0,0.0,0.0,0.0
Unnamed 216,80596,0.0,3.0,6.0,3.0,3.0,9.0,0.0,15.0,0.0,0.0,3.0,3.0,0.0,0.0
Unnamed 217,81341,2.0,0.0,0.0,2.0,0.0,6.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
83,81700,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 218,81910,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
5,82579,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 219,82719,9.0,9.0,3.0,12.0,0.0,3.0,0.0,6.0,9.0,3.0,0.0,9.0,0.0,9.0
156,82787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
156,82804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 220,82963,0.0,9.0,0.0,3.0,0.0,12.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0
83,83378,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 221,83447,22.0,0.0,0.0,8.0,0.0,2.0,0.0,4.0,20.0,0.0,4.0,4.0,0.0,0.0
Unnamed 222,83795,48.0,3.0,3.0,24.0,0.0,3.0,0.0,21.0,48.0,0.0,9.0,9.0,0.0,0.0
Unnamed 223,83817,0.0,12.0,0.0,9.0,0.0,12.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
29,84146,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
156,84148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 224,84430,6.0,9.0,3.0,3.0,0.0,3.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0
Unnamed 225,84433,9.0,0.0,0.0,3.0,0.0,18.0,0.0,6.0,9.0,0.0,3.0,0.0,0.0,0.0
Unnamed 226,85085,9.0,3.0,12.0,3.0,9.0,3.0,0.0,3.0,6.0,3.0,0.0,6.0,3.0,0.0
Unnamed 227,85625,30.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,24.0,0.0,0.0,12.0,0.0,0.0
Unnamed 228,85746,6.0,3.0,0.0,6.0,0.0,0.0,0.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0
Unnamed 229,85940,12.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,6.0
Unnamed 230,86171,12.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
Unnamed 231,86305,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Unnamed 232,86366,9.0,9.0,9.0,15.0,3.0,21.0,0.0,18.0,6.0,3.0,6.0,33.0,9.0,6.0
Unnamed 233,86548,3.0,3.0,0.0,0.0,0.0,6.0,0.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0
147,86587,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
191,86648,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,86996,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 234,87460,24.0,0.0,0.0,12.0,0.0,3.0,0.0,3.0,24.0,0.0,3.0,3.0,0.0,0.0
Unnamed 235,87486,9.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 236,87533,6.0,3.0,8.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,12.0,9.0,0.0,3.0
57,87969,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29,88085,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
52,88121,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
156,88202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 237,88273,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
156,88421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
135,90144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 238,90850,21.0,3.0,0.0,12.0,0.0,3.0,0.0,9.0,15.0,0.0,9.0,6.0,0.0,0.0
Unnamed 239,90934,15.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,18.0,0.0,3.0,3.0,0.0,0.0
57,91071,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29,91117,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 240,91242,9.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0
Unnamed 241,91539,18.0,9.0,0.0,12.0,0.0,0.0,0.0,3.0,18.0,3.0,0.0,3.0,0.0,0.0
5,91852,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 242,92073,6.0,12.0,0.0,12.0,0.0,18.0,0.0,12.0,3.0,3.0,9.0,3.0,0.0,0.0
Unnamed 243,92472,9.0,3.0,0.0,9.0,0.0,3.0,0.0,15.0,9.0,0.0,3.0,0.0,0.0,0.0
156,92538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 244,92806,36.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,36.0,3.0,0.0,12.0,0.0,3.0
29,92922,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 245,92990,12.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,12.0,0.0,3.0,0.0,0.0,0.0
Unnamed 246,93025,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0
Unnamed 247,93228,15.0,0.0,6.0,6.0,0.0,6.0,0.0,12.0,12.0,0.0,3.0,6.0,0.0,3.0
83,93299,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
106,94135,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,94272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
176,94604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1,94815,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 248,94853,9.0,12.0,0.0,9.0,0.0,12.0,0.0,15.0,3.0,2.0,0.0,3.0,0.0,3.0
Unnamed 249,95333,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0
29,96035,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 250,96046,27.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
Unnamed 251,96961,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 252,96962,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0
Unnamed 253,96995,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
Unnamed 254,97204,15.0,3.0,0.0,6.0,0.0,3.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0
176,97254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 255,97822,15.0,0.0,9.0,6.0,6.0,0.0,0.0,9.0,9.0,0.0,9.0,3.0,0.0,0.0
Unnamed 256,97915,15.0,3.0,0.0,9.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,3.0
176,98282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
181,98471,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 257,98782,3.0,0.0,3.0,3.0,3.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 258,99234,30.0,0.0,0.0,15.0,0.0,21.0,0.0,6.0,27.0,3.0,9.0,6.0,0.0,0.0
